month,Central Basin,Eastern Basin
1,751164.8629971937,194419.1410110384
2,751164.8629971937,194419.1410110384
3,751164.8629971937,194419.1410110384
4,751164.8629971937,194419.1410110384
5,720159.3135845222,186394.17528069988
6,720159.3135845222,186394.17528069988
7,720159.3135845222,186394.17528069988
8,720159.3135845222,186394.17528069988
9,720159.3135845222,186394.17528069988
10,720159.3135845222,186394.17528069988
11,751164.8629971937,194419.1410110384
12,751164.8629971937,194419.1410110384
