month,Central Basin,Eastern Basin
1,723150.0753846981,187168.2548054513
2,723150.0753846981,187168.2548054513
3,723150.0753846981,187168.2548054513
4,723150.0753846981,187168.2548054513
5,643657.1097386782,166593.60487354023
6,643657.1097386782,166593.60487354023
7,643657.1097386782,166593.60487354023
8,643657.1097386782,166593.60487354023
9,643657.1097386782,166593.60487354023
10,643657.1097386782,166593.60487354023
11,723150.0753846981,187168.2548054513
12,723150.0753846981,187168.2548054513
