month,Central Basin,Eastern Basin
1,752290.2822075157,194710.4259831217
2,752290.2822075157,194710.4259831217
3,752290.2822075157,194710.4259831217
4,752290.2822075157,194710.4259831217
5,723489.4752146084,187256.09946731039
6,723489.4752146084,187256.09946731039
7,723489.4752146084,187256.09946731039
8,723489.4752146084,187256.09946731039
9,723489.4752146084,187256.09946731039
10,723489.4752146084,187256.09946731039
11,752290.2822075157,194710.4259831217
12,752290.2822075157,194710.4259831217
