month,Central Basin,Eastern Basin
1,701969.373454189,181686.19077637835
2,701969.373454189,181686.19077637835
3,701969.373454189,181686.19077637835
4,701969.373454189,181686.19077637835
5,559870.3724765072,144907.62581744892
6,559870.3724765072,144907.62581744892
7,559870.3724765072,144907.62581744892
8,559870.3724765072,144907.62581744892
9,559870.3724765072,144907.62581744892
10,559870.3724765072,144907.62581744892
11,701969.373454189,181686.19077637835
12,701969.373454189,181686.19077637835
