month,Central Basin,Eastern Basin
1,750884.630468543,194346.61023891703
2,750884.630468543,194346.61023891703
3,750884.630468543,194346.61023891703
4,750884.630468543,194346.61023891703
5,719234.9400602258,186154.92566264668
6,719234.9400602258,186154.92566264668
7,719234.9400602258,186154.92566264668
8,719234.9400602258,186154.92566264668
9,719234.9400602258,186154.92566264668
10,719234.9400602258,186154.92566264668
11,750884.630468543,194346.61023891703
12,750884.630468543,194346.61023891703
