month,Central Basin,Eastern Basin
1,752846.0268243323,194854.2657662978
2,752846.0268243323,194854.2657662978
3,752846.0268243323,194854.2657662978
4,752846.0268243323,194854.2657662978
5,725898.3720476455,187879.5786476259
6,725898.3720476455,187879.5786476259
7,725898.3720476455,187879.5786476259
8,725898.3720476455,187879.5786476259
9,725898.3720476455,187879.5786476259
10,725898.3720476455,187879.5786476259
11,752846.0268243323,194854.2657662978
12,752846.0268243323,194854.2657662978
