month,Central Basin,Eastern Basin
1,676304.9337461964,175043.62991078023
2,676304.9337461964,175043.62991078023
3,676304.9337461964,175043.62991078023
4,676304.9337461964,175043.62991078023
5,561865.7460489406,145424.0754479611
6,561865.7460489406,145424.0754479611
7,561865.7460489406,145424.0754479611
8,561865.7460489406,145424.0754479611
9,561865.7460489406,145424.0754479611
10,561865.7460489406,145424.0754479611
11,676304.9337461964,175043.62991078023
12,676304.9337461964,175043.62991078023
