month,Central Basin,Eastern Basin
1,734080.1938704558,189997.22664882388
2,734080.1938704558,189997.22664882388
3,734080.1938704558,189997.22664882388
4,734080.1938704558,189997.22664882388
5,672370.4320000701,174025.2882823711
6,672370.4320000701,174025.2882823711
7,672370.4320000701,174025.2882823711
8,672370.4320000701,174025.2882823711
9,672370.4320000701,174025.2882823711
10,672370.4320000701,174025.2882823711
11,734080.1938704558,189997.22664882388
12,734080.1938704558,189997.22664882388
