month,Central Basin,Eastern Basin
1,330675.5895909103,85586.62318823561
2,330675.5895909103,85586.62318823561
3,330675.5895909103,85586.62318823561
4,330675.5895909103,85586.62318823561
5,158482.71608935413,41019.05592900931
6,158482.71608935413,41019.05592900931
7,158482.71608935413,41019.05592900931
8,158482.71608935413,41019.05592900931
9,158482.71608935413,41019.05592900931
10,158482.71608935413,41019.05592900931
11,330675.5895909103,85586.62318823561
12,330675.5895909103,85586.62318823561
