month,Central Basin,Eastern Basin
1,93438.14568147372,24183.99064696967
2,93438.14568147372,24183.99064696967
3,93438.14568147372,24183.99064696967
4,93438.14568147372,24183.99064696967
5,57884.45122283254,14981.857963556658
6,57884.45122283254,14981.857963556658
7,57884.45122283254,14981.857963556658
8,57884.45122283254,14981.857963556658
9,57884.45122283254,14981.857963556658
10,57884.45122283254,14981.857963556658
11,93438.14568147372,24183.99064696967
12,93438.14568147372,24183.99064696967
