month,Central Basin,Eastern Basin
1,506391.73166484,131066.09525442918
2,506391.73166484,131066.09525442918
3,506391.73166484,131066.09525442918
4,506391.73166484,131066.09525442918
5,348332.0657719869,90156.5346703966
6,348332.0657719869,90156.5346703966
7,348332.0657719869,90156.5346703966
8,348332.0657719869,90156.5346703966
9,348332.0657719869,90156.5346703966
10,348332.0657719869,90156.5346703966
11,506391.73166484,131066.09525442918
12,506391.73166484,131066.09525442918
